Rank,City,State,Score,TCI,Jobs,Trips/Week,Routes,Transit Shed (sq mi),Transit percentage,Population
2544,New Bern, NC,1.2,0.5,"7,722",38,2,3,0,"25,061"
2545,Webster, TX,1.2,0.6,"8,981",67,1,1,0.011,"11,775"
2546,Duncanville, TX,1.2,0.6,"5,319",248,1,4,0.005,"38,724"
2547,Brunswick, OH,1.2,0.3,"4,921",55,0,3,0.009,"31,407"
2548,Murrysville, PA,1.2,0.2,"109,683",31,1,20,0.036,"20,911"
2549,Burlington, KY,1.2,0.2,"16,379",54,1,5,0.02,"15,777"
2550,Mint Hill, NC,1.2,0.3,"36,777",70,1,7,0.014,"24,386"
2551,Joppatowne, MD,1.2,0.5,"14,550",94,2,8,0.011,"12,686"
2552,Lithia Springs, GA,1.2,0.3,"71,464",133,1,5,0.005,"18,344"
2553,Southbridge Town, MA,1.2,0.3,"2,058",56,1,2,0.001,"16,858"
2554,Newburgh, NY,1.2,1.3,"3,956",48,2,2,0.081,"28,271"
2555,Marco Island, FL,1.2,0.5,"4,189",24,2,4,0,"16,756"
2556,Buckhall, VA,1.1,0.6,"11,596",101,1,4,0.079,"18,982"
2557,Clovis, CA,1.1,0.6,"13,915",99,1,4,0.003,"104,346"
2558,DeSoto, TX,1.1,0.3,"7,443",191,1,4,0.011,"55,063"
2559,Leland, NC,1.1,0.5,"1,196",58,1,2,0.003,"10,362"
2560,Woodmere, LA,1.1,0.5,"63,315",91,1,14,0.005,"10,606"
2561,Santa Paula, CA,1.1,0.8,"11,443",102,1,3,0.014,"25,148"
2562,Shenandoah, LA,1.1,0.6,"11,422",72,1,3,0,"20,438"
2563,Phenix City, AL,1.1,0.5,"4,197",52,2,3,0.001,"32,411"
2564,Simpsonville, SC,1.1,0.5,"7,366",70,1,4,0.001,"16,008"
2565,Twinsburg, OH,1.1,0.3,"18,625",320,1,7,0.002,"20,004"
2566,Caledonia, WI,1.1,0.5,"7,491",112,1,3,0.009,"24,960"
2567,Auburn Hills, MI,1.1,0.5,"24,689",84,1,4,0.002,"21,870"
2568,Jupiter, FL,1.1,0.5,"5,709",72,1,2,0.002,"62,771"
2569,Apollo Beach, FL,1.1,0.5,"3,714",105,1,6,0.001,"20,831"
2570,Hayden, ID,1.1,0.5,"10,350",55,1,3,0,"11,039"
2571,Shawnee, KS,1.1,0.4,"27,438",60,1,5,0.003,"63,686"
2572,Hollins, VA,1.1,0.5,"15,542",133,2,3,0,"14,416"
2573,Badger, AK,1.1,0.3,"12,495",87,1,10,0.014,"18,542"
2574,Rosenberg, TX,1.1,0.5,"1,801",96,1,1,0.002,"31,322"
2575,New Smyrna Beach, FL,1.1,0.5,"5,674",114,1,6,0,"21,098"
2576,Apex, NC,1.1,0.5,"11,698",54,1,5,0.004,"31,455"
2577,Goodyear, AZ,1.1,0.5,"3,343",217,1,2,0.003,"74,613"
2578,Martinsville, NJ,1.1,0.4,"16,033",123,3,6,0.053,"12,019"
2579,North Royalton, OH,1.1,0.3,"3,213",99,0,3,0.005,"30,325"
2580,Sumner, WA,1.1,0.1,"12,206",152,1,5,0.026,"11,367"
2581,Lakeland Highlands, FL,1.1,0.5,"6,864",65,1,2,0,"12,028"
2582,Ramona, CA,1.1,0.5,"3,430",54,1,5,0.001,"20,385"
2583,Arnold, MD,1.1,0.8,"17,651",152,1,4,0.011,"22,992"
2584,Prior Lake, MN,1.1,0.5,"9,423",92,1,4,0.026,"23,492"
2585,Trenton, OH,1.1,0.6,"5,017",35,1,2,0,"10,748"
2586,Ankeny, IA,1.1,0.4,"31,700",71,1,2,0.007,"43,977"
2587,Southwest Ranches, FL,1.1,0.4,"20,440",107,1,8,0.001,"13,053"
2588,Coalinga, CA,1.1,0.3,"1,462",38,1,1,0.001,"11,731"
2589,Niles, MI,1,0.7,410,10,0,0,0.006,"10,127"
2590,Broken Arrow, OK,1,0.5,"13,377",48,1,4,0.001,"100,860"
2591,Norton Shores, MI,1,0.5,"3,170",87,2,1,0.002,"24,234"
2592,Chanhassen, MN,1,0.5,"37,567",113,3,1,0.031,"25,603"
2593,Seagoville, TX,1,0.5,"3,104",34,1,3,0,"16,355"
2594,Parlier, CA,1,0.3,"4,506",34,2,2,0.001,"10,506"
2595,Pine Ridge, FL,1,0.4,"8,003",81,2,6,0,"11,040"
2596,Wesley Chapel, FL,1,0.1,"4,786",108,1,6,0.004,"54,921"
2597,Northdale, FL,1,0.6,"5,327",73,0,1,0.002,"22,425"
2598,Lancaster, TX,1,0.2,"6,011",137,1,2,0.011,"41,331"
2599,Lemont, IL,1,0.7,"5,981",11,1,2,0.041,"14,401"
2600,Warrensburg, MO,1,0.7,237,10,0,0,0.003,"14,566"
2601,Ridge, NY,1,0,"7,946",100,1,9,0.033,"12,958"
2602,Middletown, NY,1,0,"3,095",200,3,2,0.045,"26,272"
2603,Gallup, NM,1,0.3,"1,974",27,1,1,0.003,"13,990"
2604,Lexington, NC,1,0.1,372,5,0,0,0.017,"17,375"
2605,Los Banos, CA,1,0.4,470,69,3,1,0.011,"28,417"
2606,Marana, AZ,1,0.6,"10,752",141,2,3,0.002,"38,878"
2607,Avenal, CA,1,0.2,839,61,2,1,0.049,"13,125"
2608,Kinnelon, NJ,1,0.2,"14,866",146,1,10,0.048,"10,242"
2609,New Haven, IN,1,0.5,"1,656",57,0,1,0.001,"13,589"
2610,South Houston, TX,1,0.6,"6,177",103,1,3,0.014,"17,563"
2611,Bartlett, TN,1,0.4,"17,954",96,1,6,0,"58,740"
2612,Pewaukee, WI,1,0.4,"26,426",101,1,5,0.007,"23,019"
2613,Port St. Lucie, FL,1,0.4,"3,065",69,1,3,0.003,"182,433"
2614,Mission, TX,1,0.4,"9,365",47,1,5,0.002,"79,443"
2615,Georgetown, KY,1,0,"1,631",42,1,1,0.01,"22,227"
2616,Ilchester, MD,1,0.4,"56,437",79,1,5,0.028,"26,802"
2617,Dublin, OH,1,0.5,"16,428",87,1,3,0.006,"46,236"
2618,Highland, UT,0.9,0.3,"8,859",49,1,3,0.01,"16,337"
2619,Westminster, MD,0.9,0.5,"5,492",34,2,1,0.004,"13,685"
2620,Franklin Park, NJ,0.9,0,"13,306",131,1,2,0.085,"11,446"
2621,Groves, TX,0.9,0.5,"4,577",62,2,4,0,"15,097"
2622,Long Beach, MS,0.9,0.4,"9,729",83,1,4,0.006,"14,927"
2623,Rio Rancho, NM,0.9,0.4,"6,545",56,1,3,0.009,"89,307"
2624,Goodlettsville, TN,0.9,0.4,"14,801",151,1,2,0.007,"16,190"
2625,Washington, MO,0.9,0.6,61,5,0,0,0.003,"10,440"
2626,Lebanon, OR,0.9,0.4,"2,316",64,2,1,0.005,"10,525"
2627,Fort Hood, TX,0.9,0.4,"5,729",88,1,4,0.003,"23,776"
2628,Romeoville, IL,0.9,0.4,"12,795",84,1,6,0.024,"36,487"
2629,Warren, OH,0.9,0.4,"8,003",24,1,3,0.004,"37,360"
2630,Dixon, CA,0.9,0.2,"37,507",63,1,4,0.004,"15,048"
2631,Independence, KY,0.9,0.5,"6,594",31,1,3,0.005,"23,366"
2632,Sanger, CA,0.9,0.3,"5,675",32,1,2,0,"17,907"
2633,Taylors, SC,0.9,0.4,"16,015",51,1,3,0.011,"22,065"
2634,Monsey, NY,0.9,0.7,0,0,0,0,0.102,"23,353"
2635,Gardnerville Ranchos, NV,0.9,0.4,146,30,1,0,0,"11,100"
2636,Sun City Center, FL,0.9,0.5,"1,619",82,1,2,0.004,"20,864"
2637,Ammon, ID,0.9,0.3,"11,509",139,2,3,0.049,"11,207"
2638,Lancaster, CA,0.9,0.6,988,31,1,0,0.015,"156,655"
2639,Tehachapi, CA,0.9,0.4,"8,109",70,1,5,0,"10,903"
2640,La Porte, TX,0.9,0.4,"1,841",29,1,1,0.004,"32,350"
2641,Perrysburg, OH,0.8,0.3,"26,554",15,1,9,0.001,"16,784"
2642,Highland City, FL,0.8,0.4,"12,027",48,1,5,0.002,"10,099"
2643,Fish Hawk, FL,0.8,0.3,"29,876",47,0,4,0.019,"16,945"
2644,Torrington, CT,0.8,0.3,"3,231",45,0,1,0.015,"35,078"
2645,Forest Hills, MI,0.8,0.5,"3,828",90,1,1,0.006,"26,984"
2646,Franklin, WI,0.8,0.3,"8,785",136,0,2,0.016,"36,295"
2647,Palmer Town, MA,0.8,0.4,"6,169",43,2,2,0,"12,237"
2648,Oviedo, FL,0.8,0.5,"6,570",82,0,2,0.005,"29,399"
2649,Homer Glen, IL,0.8,0.4,"12,054",51,1,6,0.038,"24,385"
2650,La Vista, NE,0.8,0.4,"20,908",28,0,3,0.001,"16,394"
2651,Glenn Heights, TX,0.8,0.4,"13,427",88,0,0,0.017,"10,311"
2652,Murraysville, NC,0.8,0.4,"7,788",58,1,3,0.004,"14,872"
2653,Sahuarita, AZ,0.8,0.3,916,79,1,1,0.004,"23,249"
2654,Lebanon, TN,0.8,0.5,160,10,0,0,0.008,"25,713"
2655,Missouri City, TX,0.8,0.5,"8,336",193,1,3,0.013,"79,219"
2656,Lake Morton-Berrydale, WA,0.8,0.3,"7,405",131,0,5,0.035,"12,322"
2657,Amsterdam, NY,0.8,0.2,"1,644",12,1,0,0.015,"17,974"
2658,Pharr, TX,0.8,0.4,"10,823",45,1,3,0.001,"67,444"
2659,Lorain, OH,0.8,0.4,"2,057",41,1,2,0.006,"62,339"
2660,Robinson, TX,0.8,0.2,"19,592",65,2,8,0.002,"10,955"
2661,Sandusky, OH,0.8,0.6,0,8,0,0,0.026,"23,682"
2662,Manteca, CA,0.8,0.4,"6,507",55,1,1,0.012,"65,646"
2663,Hurst, TX,0.8,0.4,525,14,0,0,0.01,"37,825"
2664,California City, CA,0.8,0.3,322,63,1,1,0.016,"11,096"
2665,Cottage Grove, MN,0.8,0.5,"3,203",45,1,3,0.023,"35,913"
2666,Beavercreek, OH,0.8,0.4,"10,611",68,1,3,0.001,"44,558"
2667,Oxford, AL,0.8,0.3,"4,882",49,1,2,0.001,"15,102"
2668,New Albany, OH,0.8,0.3,"4,537",48,1,1,0.001,"11,220"
2669,Merrillville, IN,0.8,0.3,"5,614",68,1,2,0.018,"37,136"
2670,Bel Air North, MD,0.8,0.4,"5,297",46,1,1,0.012,"31,963"
2671,Accokeek, MD,0.8,0.5,957,145,3,1,0.06,"12,048"
2672,Grapevine, TX,0.8,0,398,27,0,0,0.002,"51,262"
2673,Yorba Linda, CA,0.8,0.9,"25,030",88,1,4,0.01,"64,551"
2674,Eldersburg, MD,0.8,0.3,"2,147",30,1,1,0.015,"32,138"
2675,Benbrook, TX,0.8,0.4,"5,507",61,0,2,0.004,"20,839"
2676,Gainesville, TX,0.8,0.5,0,4,0,0,0,"12,748"
2677,Maumelle, AR,0.8,0.3,"9,582",10,1,4,0,"15,711"
2678,Temescal Valley, CA,0.8,0.3,"5,984",45,1,2,0.014,"14,110"
2679,Rosamond, CA,0.8,0.4,"1,559",60,1,1,0.011,"18,549"
2680,Long Grove, IL,0.8,0.5,"10,500",21,0,3,0.078,"11,399"
2681,Taylor, TX,0.8,0.5,465,13,1,0,0.002,"14,756"
2682,Selma, CA,0.7,1,"13,526",38,1,3,0.001,"21,933"
2683,Pasadena, MD,0.7,0.6,"22,214",106,1,3,0.012,"29,147"
2684,Catalina Foothills, AZ,0.7,0.6,"25,245",122,1,7,0.006,"51,242"
2685,Germantown, WI,0.7,0.2,"4,413",301,1,3,0.002,"19,991"
2686,Ellensburg, WA,0.7,0.3,"1,208",30,1,0,0.012,"15,650"
2687,Newton, KS,0.7,0.5,0,4,0,0,0,"14,762"
2688,Fort Lewis, WA,0.7,0.1,"2,519",107,1,2,0.007,"11,632"
2689,Ogdensburg, NY,0.7,0.4,963,33,0,1,0.001,"10,851"
2690,Bethany, OK,0.7,0.4,"22,786",66,0,4,0.003,"19,071"
2691,Saratoga Springs, UT,0.7,0.2,"5,854",45,1,2,0.026,"18,495"
2692,Shorewood, IL,0.7,0.4,"8,277",37,0,3,0.017,"13,696"
2693,Brookhaven, MS,0.7,0.4,"1,330",6,0,0,0,"11,285"
2694,Winona, MN,0.7,0.4,24,7,0,0,0.027,"24,171"
2695,Ocean Pines, MD,0.7,0.3,690,47,1,0,0.003,"10,880"
2696,Fort Carson, CO,0.7,0.3,"9,456",193,1,2,0,"14,915"
2697,Riviera Beach, MD,0.7,1.6,"9,126",24,1,3,0.008,"12,324"
2698,McComb, MS,0.7,0.4,111,5,0,0,0.011,"11,117"
2699,Sherwood, AR,0.7,0.3,"7,274",14,1,3,0,"31,589"
2700,Port St. John, FL,0.7,0.3,"3,662",38,0,3,0.002,"10,970"
2701,New Castle, PA,0.7,0.3,"1,506",20,1,1,0.026,"22,649"
2702,Greenwood, MS,0.7,0.4,0,4,0,0,0.004,"13,674"
2703,Douglasville, GA,0.7,0.2,"56,178",108,1,3,0.008,"28,717"
2704,Wekiwa Springs, FL,0.7,0.5,"11,009",88,1,4,0.002,"22,563"
2705,El Dorado Hills, CA,0.7,0.1,"5,864",75,1,2,0.025,"42,920"
2706,Monroe, OH,0.7,0.1,"8,027",63,1,5,0.001,"12,479"
2707,Ripon, CA,0.7,0.3,"1,857",24,1,1,0.003,"10,447"
2708,Bellevue, NE,0.7,0.3,"7,001",58,0,1,0.002,"44,567"
2709,Fuquay-Varina, NC,0.7,0.1,"62,105",48,1,12,0,"14,558"
2710,Algonquin, IL,0.7,0.3,"5,680",59,0,3,0.036,"25,750"
2711,Woodbury, MN,0.7,0.4,"21,700",49,1,2,0.035,"67,648"
2712,Kernersville, NC,0.7,0.2,"16,114",34,1,6,0.001,"18,955"
2713,Griffith, IN,0.7,0.3,"5,379",45,1,2,0.029,"17,402"
2714,Fortuna Foothills, AZ,0.7,0.3,991,31,1,3,0,"27,248"
2715,Hastings, NE,0.7,0.4,0,4,0,0,0.006,"17,770"
2716,Colonial Heights, VA,0.7,0.3,"3,031",29,1,2,0.01,"17,582"
2717,Morrisville, NC,0.7,0.3,"9,254",88,1,3,0,"16,400"
2718,White Settlement, TX,0.6,0.2,"16,838",106,1,2,0.007,"16,486"
2719,Acworth, GA,0.6,0.1,"59,311",58,1,1,0.001,"18,838"
2720,Red Wing, MN,0.6,0.4,0,6,0,0,0.023,"13,301"
2721,Plattsburgh, NY,0.6,0.4,9,4,0,0,0.021,"19,734"
2722,Phelan, CA,0.6,0.3,"1,646",51,1,2,0.002,"16,395"
2723,La Vergne, TN,0.6,0.3,"5,315",38,1,2,0.005,"34,610"
2724,Plainfield, IL,0.6,0.2,"3,950",65,1,1,0.031,"31,547"
2725,Hobart, WI,0.6,0.2,"11,941",118,1,4,0.009,"10,983"
2726,Dodge City, KS,0.6,0.4,0,3,0,0,0.003,"17,068"
2727,Jenks, OK,0.6,0.3,"7,150",49,0,2,0,"18,613"
2728,Fairfield, OH,0.6,0.3,"9,789",20,1,3,0.003,"41,726"
2729,Crawfordsville, IN,0.6,0.4,0,3,0,0,0.001,"13,102"
2730,Bluffdale, UT,0.6,0.4,"7,219",124,1,2,0.02,"10,449"
2731,St. Charles, IL,0.6,0.3,"7,520",44,1,3,0.047,"30,734"
2732,Lynnfield, MA,0.6,0.2,"14,719",76,0,4,0.037,"12,732"
2733,Niles, OH,0.6,0.3,"11,237",18,0,4,0.008,"18,468"
2734,Dyer, IN,0.6,0.4,0,5,0,0,0.032,"15,685"
2735,Knik-Fairview, AK,0.6,0.2,"2,676",32,0,2,0.008,"15,368"
2736,Ramsey, MN,0.6,0.4,"3,647",21,1,2,0.031,"25,853"
2737,Shafter, CA,0.6,0.2,"4,883",36,1,1,0.006,"16,601"
2738,Sycamore, IL,0.6,0.3,"2,955",47,0,1,0.01,"11,369"
2739,Lake in the Hills, IL,0.6,0.3,"6,193",50,0,3,0.023,"27,606"
2740,Gonzalez, FL,0.6,0.1,"9,882",17,0,4,0,"13,604"
2741,Mesquite, TX,0.6,0.3,"4,437",97,1,2,0.006,"141,796"
2742,Del City, OK,0.6,0.3,"25,527",27,1,7,0.002,"21,314"
2743,Eagle Mountain, UT,0.6,0.1,"2,524",46,1,1,0.019,"24,214"
2744,San Marcos, TX,0.6,0.3,"2,805",21,1,0,0.024,"46,060"
2745,Yazoo City, MS,0.6,0.4,0,5,0,0,0,"10,609"
2746,La Homa, TX,0.6,0.2,"6,443",3,0,7,0.002,"13,154"
2747,Papillion, NE,0.6,0.2,"17,770",27,0,3,0.002,"18,045"
2748,Fountain Hills, AZ,0.6,0.2,"9,598",13,0,3,0,"24,047"
2749,Maricopa, AZ,0.6,0.4,0,8,0,0,0.003,"45,254"
2750,Yorktown, IN,0.6,0.2,"5,314",99,1,2,0.003,"12,006"
2751,East Lake, FL,0.6,0.2,"7,595",53,1,3,0.003,"32,252"
2752,Johns Creek, GA,0.6,0.1,"11,386",25,1,2,0.01,"82,865"
2753,Lino Lakes, MN,0.6,0.3,"2,328",21,1,2,0.026,"20,950"
2754,Sharonville, OH,0.6,0.2,"13,277",16,1,2,0.001,"13,739"
2755,Sedalia, MO,0.6,0.4,154,4,0,0,0.012,"19,204"
2756,Smyrna, TN,0.6,0.2,"7,134",34,1,2,0.003,"41,528"
2757,Tanque Verde, AZ,0.6,0.2,"15,887",175,1,5,0.006,"16,893"
2758,Scott, LA,0.6,0.2,"12,505",46,1,4,0.013,"11,512"
2759,Nocatee, FL,0.6,0.1,"4,767",45,1,2,0.004,"11,713"
2760,Duluth, GA,0.6,0.2,"13,920",73,1,4,0.021,"26,920"
2761,Hammond, LA,0.6,0.4,0,4,0,0,0.007,"18,173"
2762,Sebring, FL,0.6,0.4,0,4,0,0,0.005,"10,890"
2763,Elk River, MN,0.6,0.3,"2,216",22,0,1,0.013,"24,343"
2764,Allen, TX,0.5,0.3,"3,818",46,1,1,0.014,"93,800"
2765,Mount Juliet, TN,0.5,0.3,"2,999",19,0,0,0.014,"23,165"
2766,Homosassa Springs, FL,0.5,0.2,591,30,1,1,0.004,"11,617"
2767,Snellville, GA,0.5,0.1,"22,555",65,1,1,0.007,"19,224"
2768,San Juan, TX,0.5,0.2,"3,774",20,1,1,0.001,"34,893"
2769,Highland Village, TX,0.5,0.6,276,2,0,0,0.014,"15,748"
2770,East Ridge, TN,0.5,0.4,"9,748",144,1,2,0,"20,430"
2771,Lakeland, TN,0.5,0.3,"6,789",30,1,2,0,"11,234"
2772,Bonney Lake, WA,0.5,0,"1,440",33,1,0,0.033,"17,723"
2773,The Dalles, OR,0.5,0.1,676,25,1,0,0.008,"11,696"
2774,Asheboro, NC,0.5,0.1,"2,012",30,1,1,0,"20,471"
2775,Fountain, CO,0.5,0.3,"1,600",62,0,1,0.002,"27,985"
2776,Weston, FL,0.5,0.2,"7,409",25,0,2,0.007,"67,798"
2777,Cleburne, TX,0.5,0.3,523,10,0,0,0.003,"26,993"
2778,Midland, MI,0.5,0.2,"4,815",32,0,5,0.013,"40,579"
2779,Redmond, OR,0.5,0.2,"1,459",76,2,1,0.013,"19,612"
2780,Avon, IN,0.5,0.1,"5,356",26,0,1,0.001,"25,482"
2781,Powder Springs, GA,0.5,0.1,"33,838",54,1,1,0.008,"11,622"
2782,El Mirage, AZ,0.5,0.3,150,13,0,0,0.002,"33,311"
2783,Thomasville, NC,0.5,0.1,"4,670",27,1,2,0.008,"22,495"
2784,Linton Hall, VA,0.5,0.2,719,19,1,0,0.062,"34,949"
2785,St. Stephens, NC,0.5,0.1,"5,762",22,1,3,0.001,"11,501"
2786,Mason, OH,0.5,0.2,"11,773",10,0,3,0.006,"33,995"
2787,Altoona, PA,0.5,0.3,40,2,0,0,0.019,"44,214"
2788,Ridgecrest, CA,0.5,0.2,"1,463",17,0,2,0.001,"25,364"
2789,Irmo, SC,0.5,0.1,"5,522",52,1,1,0.001,"10,958"
2790,Cheval, FL,0.5,0.2,"2,294",57,0,1,0.004,"10,183"
2791,Burlington, NC,0.5,0.3,664,1,1,0,0.004,"48,724"
2792,Springfield, TN,0.5,0.1,597,16,0,0,0.009,"12,223"
2793,Del Rio, TX,0.5,0.3,0,1,0,0,0.006,"29,182"
2794,Liberty, MO,0.5,0.2,"6,330",16,0,1,0.001,"30,501"
2795,Laurel, MS,0.5,0.3,0,3,0,0,0.003,"15,022"
2796,Somerset, MA,0.5,0.2,"1,711",14,1,1,0.005,"18,257"
2797,Granger, IN,0.5,0.2,"6,148",69,1,1,0.002,"30,125"
2798,Connersville, IN,0.5,0.3,0,2,0,0,0.012,"10,152"
2799,Grandview, MO,0.5,0.2,"8,855",23,1,2,0.011,"25,226"
2800,Daphne, AL,0.4,0.1,"4,396",15,1,1,0.004,"20,539"
2801,Lutz, FL,0.4,0.2,"8,882",72,1,2,0.003,"24,341"
2802,West Monroe, LA,0.4,0.1,"9,772",27,2,5,0.002,"11,612"
2803,Sunnyside, WA,0.4,0.1,871,8,0,0,0.006,"12,809"
2804,Fairhope, AL,0.4,0.1,368,21,2,0,0.002,"13,179"
2805,Clayton, NC,0.4,0.1,"45,978",32,0,10,0.002,"10,597"
2806,Highland, IN,0.4,0.2,"3,781",17,0,1,0.027,"26,712"
2807,Kennesaw, GA,0.4,0.1,"22,993",40,0,3,0.018,"29,567"
2808,Rochester, MN,0.4,2.5,"7,453",37,4,1,0.07,"96,658"
2809,Sand Springs, OK,0.4,0.3,833,39,0,1,0.006,"15,299"
2810,Southern Pines, NC,0.4,0.3,0,0,0,0,0,"11,819"
2811,Nipomo, CA,0.4,0.2,"3,496",23,1,1,0.004,"16,630"
2812,Ridgeland, MS,0.4,0.2,"1,995",24,0,1,0.003,"23,769"
2813,Broadlands, VA,0.4,0.1,"19,364",21,1,1,0.067,"13,826"
2814,Streetsboro, OH,0.4,0.1,"14,208",11,1,7,0,"16,399"
2815,Minot, ND,0.4,0.3,0,0,0,0,0.003,"44,014"
2816,Granite Bay, CA,0.4,0.1,"9,336",29,1,2,0.009,"23,878"
2817,Livonia, MI,0.4,0.2,"5,765",36,0,3,0.003,"94,708"
2818,Ardmore, OK,0.4,0.3,0,2,0,0,0.008,"22,106"
2819,Meridian, ID,0.4,0.1,"17,259",29,1,4,0.002,"72,550"
2820,Fresno, TX,0.4,0.1,22,86,0,0,0.015,"20,965"
2821,Lakeville, MN,0.4,0.3,"1,006",21,1,1,0.036,"61,062"
2822,Hillview, KY,0.4,0.2,"2,448",11,0,1,0.003,"10,281"
2823,El Centro, CA,0.4,0.1,"1,735",4,0,0,0.015,"40,823"
2824,Lee's Summit, MO,0.4,0.2,667,13,0,0,0.006,"90,593"
2825,Ottumwa, IA,0.4,0.2,0,2,0,0,0.004,"19,554"
2826,New Iberia, LA,0.4,0.2,130,1,0,0,0.008,"25,559"
2827,Buckeye, AZ,0.4,0.1,377,33,0,0,0.001,"51,576"
2828,Munster, IN,0.4,0.2,"2,049",12,1,1,0.071,"23,005"
2829,Fort Campbell North, KY,0.4,0.2,"1,081",21,0,1,0.002,"13,600"
2830,Williston, ND,0.4,0.3,0,0,0,0,0.002,"18,848"
2831,Timberwood Park, TX,0.4,0,"3,272",101,0,1,0.002,"26,646"
2832,Lindenhurst, IL,0.4,0.2,"5,358",75,0,3,0.018,"10,485"
2833,Poplar Bluff, MO,0.4,0.2,0,3,0,0,0.016,"12,975"
2834,The Woodlands, TX,0.4,0.1,"33,804",20,0,2,0.026,"100,728"
2835,Wilson, NC,0.4,0,0,0,0,0,0.001,"37,737"
2836,Oregon, OH,0.4,0.2,"8,975",19,0,4,0.011,"19,988"
2837,Piney Green, NC,0.4,0.2,809,28,1,0,0,"12,696"
2838,Buford, GA,0.4,0.1,"24,212",56,1,2,0.007,"18,985"
2839,Meadowbrook, VA,0.4,0.1,"5,483",141,0,1,0,"18,659"
2840,Howard, WI,0.4,0.1,"6,619",68,1,2,0,"19,045"
2841,Jacksonville, AR,0.4,0.1,"6,962",7,1,1,0.001,"26,616"
2842,Clarksburg, WV,0.4,0.1,487,7,1,0,0.021,"13,840"
2843,Eagle, ID,0.4,0.1,"11,773",16,1,3,0.003,"24,847"
2844,Fairborn, OH,0.4,0.2,"5,833",45,0,1,0.005,"32,200"
2845,Graham, NC,0.4,0.1,"7,193",13,0,1,0.001,"11,608"
2846,Elko, NV,0.4,0.2,0,2,0,0,0.161,"12,570"
2847,Staunton, VA,0.4,0.2,0,2,0,0,0.004,"24,273"
2848,Crofton, MD,0.4,0.5,"1,975",22,0,1,0.07,"28,282"
2849,Oswego, NY,0.3,0,"13,990",0,0,13,0.02,"17,723"
2850,Blue Springs, MO,0.3,0.2,"5,100",14,0,0,0.003,"44,577"
2851,Fulton, NY,0.3,0,"13,973",0,0,18,0.004,"11,521"
2852,Ironton, OH,0.3,0.1,"2,565",10,1,1,0,"10,478"
2853,Burleson, TX,0.3,0.1,"4,997",20,1,1,0.004,"40,822"
2854,Springboro, OH,0.3,0.1,"5,549",12,0,2,0.005,"13,917"
2855,Alton, TX,0.3,0.1,"2,600",7,0,4,0.001,"14,637"
2856,Watauga, TX,0.3,0,0,0,0,0,0.008,"23,209"
2857,Bessemer, AL,0.3,0.5,"1,358",3,0,1,0.009,"30,719"
2858,Claremont, NH,0.3,0.2,470,4,0,0,0.003,"13,028"
2859,Weslaco, TX,0.3,0.1,416,23,1,0,0.002,"36,463"
2860,Marshall, TX,0.3,0.2,0,2,0,0,0.001,"16,582"
2861,Foley, AL,0.3,0.1,"1,371",13,1,1,0,"13,340"
2862,Cedar Park, TX,0.3,0.1,"1,626",44,0,1,0.01,"64,985"
2863,Mountain Park, GA,0.3,0.1,"24,839",30,1,2,0.013,"13,567"
2864,Martinez, GA,0.3,0.2,"1,262",11,0,0,0.001,"35,442"
2865,Coppell, TX,0.3,0.2,"5,154",46,0,1,0.01,"38,803"
2866,Garden City, KS,0.3,0.2,0,1,0,0,0.007,"24,996"
2867,Grand Prairie, TX,0.3,0.2,"3,358",31,0,1,0.007,"183,993"
2868,Hewitt, TX,0.3,0.1,"4,460",21,1,2,0,"11,347"
2869,Nederland, TX,0.3,0.1,"1,465",9,0,1,0.005,"16,316"
2870,Forest Lake, MN,0.3,0.1,109,34,0,0,0.016,"19,406"
2871,Slidell, LA,0.3,0.2,88,2,0,0,0.001,"25,205"
2872,Hutchinson, KS,0.3,0.2,0,1,0,0,0.004,"38,032"
2873,Artondale, WA,0.3,0.1,"2,696",35,0,1,0.006,"12,945"
2874,Brandermill, VA,0.3,0.1,"3,287",18,0,0,0.01,"14,033"
2875,Montgomery, IL,0.3,0.1,"5,146",25,0,2,0.025,"13,936"
2876,Pooler, GA,0.3,0.1,"2,037",60,0,1,0.001,"14,278"
2877,Pataskala, OH,0.3,0.1,"2,269",80,0,1,0.002,"14,341"
2878,Shady Hills, FL,0.3,0.1,"2,581",29,0,3,0,"12,610"
2879,Washington, UT,0.3,0.1,"1,565",45,0,1,0.001,"17,398"
2880,Niceville, FL,0.3,0.1,"1,213",8,0,0,0.001,"15,252"
2881,Harrison, WI,0.3,0,"6,767",29,0,3,0,"12,076"
2882,Plainfield, IN,0.3,0.1,"7,235",85,0,1,0,"29,500"
2883,Palmdale, CA,0.3,0.2,117,8,0,0,0.021,"153,246"
2884,Rosaryville, MD,0.3,0.1,"1,760",21,0,1,0.07,"12,284"
2885,Stockbridge, GA,0.3,0.1,"21,937",33,0,1,0.01,"21,117"
2886,Belmont, NC,0.3,0.1,"13,263",12,0,1,0.001,"12,290"
2887,Oconomowoc, WI,0.3,0.1,769,6,0,0,0.001,"14,110"
2888,Lockhart, TX,0.3,0.1,526,5,0,0,0,"10,510"
2889,North Ridgeville, OH,0.3,0,"2,483",102,1,1,0.01,"32,443"
2890,Frederickson, WA,0.3,0.1,"1,183",25,0,1,0.021,"22,257"
2891,Aberdeen, WA,0.3,0.1,52,8,1,0,0.016,"15,824"
2892,Mercedes, TX,0.3,0.1,517,20,0,0,0,"13,389"
