Rank,City,State,Score,TCI,Jobs,Trips/Week,Routes,Transit Shed (sq mi),Transit percentage,Population
1449,Apple Valley, MN,3.8,3.7,"53,818",576,5,15,0.044,"51,109"
1450,Dover, NH,3.8,2.4,"34,494",446,3,22,0.025,"30,901"
1451,Paradise Valley, AZ,3.8,1.6,"167,911","1,005",2,33,0.002,"14,183"
1452,Superior, WI,3.8,2.3,"22,538",297,2,9,0.024,"26,405"
1453,Highlands Ranch, CO,3.8,2.2,"46,240",494,2,16,0.031,"95,955"
1454,Greensburg, PA,3.8,2,"289,257",326,8,78,0.024,"14,476"
1455,Boise City, ID,3.8,2.2,"72,096",493,5,16,0.007,"205,182"
1456,Robstown, TX,3.8,2.2,"8,602",471,3,7,0,"11,140"
1457,Chantilly, VA,3.8,2,"80,120",457,4,16,0.056,"26,504"
1458,Lakeland North, WA,3.8,1.4,"62,183",407,1,23,0.115,"12,227"
1459,Bettendorf, IA,3.8,3.9,"20,306",398,3,10,0.003,"34,255"
1460,Goldenrod, FL,3.8,3,"145,667",571,2,26,0.02,"12,083"
1461,Winter Gardens, CA,3.8,2.2,"25,579",388,2,9,0.017,"20,989"
1462,Jacksonville, FL,3.8,2.3,"56,541",798,3,18,0.021,"870,181"
1463,Lincoln, NE,3.8,2.2,"71,738",393,4,23,0.015,"255,759"
1464,Rome, NY,3.8,3.1,"10,598",355,5,9,0.003,"32,589"
1465,Herriman, UT,3.8,1.9,"13,401",409,3,11,0.021,"25,489"
1466,Country Walk, FL,3.8,2.1,"47,425",507,2,25,0.013,"11,048"
1467,Diamond Bar, CA,3.8,2.2,"59,861",511,3,19,0.035,"49,244"
1468,Framingham, MA,3.8,2.3,"32,758",530,6,7,0.042,"71,232"
1469,Orchards, WA,3.8,1.7,"15,188",410,2,8,0.012,"20,430"
1470,Puyallup, WA,3.8,2.2,"37,416",544,3,14,0.036,"38,520"
1471,Maryland Heights, MO,3.8,1.7,"77,449",882,2,16,0.013,"31,681"
1472,Perris, CA,3.8,2.6,"17,455",637,4,16,0.013,"69,581"
1473,Denton, TX,3.8,2.5,"20,529",669,5,6,0.018,"125,808"
1474,Palmetto Bay, FL,3.8,2.2,"43,170",995,4,19,0.029,"25,376"
1475,Thornton, CO,3.8,2.3,"65,822",620,3,23,0.036,"128,781"
1476,Marysville, WA,3.8,1.8,"27,878",548,2,15,0.028,"61,271"
1477,Hunters Creek, FL,3.8,2.2,"75,719",716,4,26,0.003,"16,273"
1478,Buenaventura Lakes, FL,3.8,2.3,"95,630",356,3,24,0.006,"33,486"
1479,Ravenna, OH,3.8,2.2,"16,403",359,2,11,0.004,"10,691"
1480,Mount Clemens, MI,3.8,2.2,"37,051",687,2,18,0.016,"16,383"
1481,Victorville, CA,3.8,2.1,"18,111",774,5,18,0.007,"114,197"
1482,American Fork, UT,3.8,2,"32,655",887,1,9,0.014,"27,446"
1483,Reynoldsburg, OH,3.8,2.4,"32,208",527,1,9,0.008,"36,188"
1484,Lexington-Fayette, KY,3.8,2,"52,947",609,3,10,0.021,"315,109"
1485,Sauk Rapids, MN,3.8,2.2,"43,377",279,3,15,0.011,"11,718"
1486,La Ca–ada Flintridge, CA,3.8,2,"141,024",449,4,19,0.013,"20,997"
1487,Prospect Heights, IL,3.8,2.5,"85,273",235,2,23,0.032,"17,359"
1488,Justice, IL,3.8,2,"92,007",477,2,30,0.057,"12,204"
1489,Lighthouse Point, FL,3.8,2.3,"76,011",551,2,21,0.005,"11,345"
1490,Laguna Beach, CA,3.8,2.1,"42,564",377,4,14,0.007,"21,414"
1491,West Freehold, NJ,3.8,2.1,"32,800",742,3,19,0.092,"10,907"
1492,Stony Brook, NY,3.8,1,"63,491",401,4,22,0.052,"13,308"
1493,Newcastle, WA,3.8,1.4,"96,209",513,2,17,0.064,"10,326"
1494,Monroe, LA,3.8,2.2,"42,426",282,5,24,0.031,"43,113"
1495,Fort Thomas, KY,3.8,2.7,"81,838",282,2,12,0.016,"15,369"
1496,Kahului, HI,3.7,2.1,"14,676",596,6,5,0.048,"30,829"
1497,Minnetonka, MN,3.7,2.4,"121,589",421,5,27,0.044,"52,102"
1498,North Bellmore, NY,3.7,2.3,"72,043",234,2,20,0.149,"19,994"
1499,Marysville, CA,3.7,2.3,"14,774",278,4,8,0.013,"11,192"
1500,Foster City, CA,3.7,2.1,"105,994",297,5,16,0.087,"33,529"
1501,Casselberry, FL,3.7,3,"56,566",676,2,15,0.017,"26,002"
1502,Billings, MT,3.7,2.2,"51,274",358,6,21,0.008,"96,065"
1503,Lombard, IL,3.7,2.8,"74,375",275,3,16,0.069,"43,493"
1504,Athens-Clarke County unified government (balance), GA,3.7,2.5,"35,094","1,448",9,14,0.047,"122,251"
1505,Coralville, IA,3.7,2.3,"50,775",440,6,15,0.098,"20,083"
1506,Nashville-Davidson metropolitan government (balance), TN,3.7,2.2,"88,364",701,4,15,0.023,"652,578"
1507,Miamisburg, OH,3.7,2.2,"49,443",519,3,16,0.013,"21,260"
1508,Fitchburg, WI,3.7,2,"94,765",619,5,19,0.04,"27,767"
1509,Lake Stevens, WA,3.7,1.6,"23,927",512,3,15,0.023,"27,291"
1510,Oak Forest, IL,3.7,2.7,"44,120",340,2,21,0.079,"21,902"
1511,Florham Park, NJ,3.7,2.3,"78,155",304,3,15,0.09,"11,792"
1512,Lincoln Park, MI,3.7,2.2,"98,555",290,3,21,0.007,"37,028"
1513,Maryland City, MD,3.7,2.5,"106,129",368,4,23,0.072,"16,927"
1514,Richmond West, FL,3.7,2.5,"36,274",372,1,23,0.025,"33,154"
1515,West Haven, UT,3.7,2,"34,409",501,2,14,0.009,"11,927"
1516,Cocoa Beach, FL,3.7,2.2,"12,510",403,2,7,0.003,"12,228"
1517,Foothill Farms, CA,3.7,2.2,"37,765",372,2,17,0.015,"33,489"
1518,Warren, MI,3.7,2.1,"105,949",398,2,45,0.013,"135,147"
1519,Shreveport, LA,3.7,2.1,"86,257",383,3,49,0.024,"175,138"
1520,Delano, CA,3.7,2.1,"15,064",382,6,9,0.001,"43,887"
1521,Pensacola, FL,3.7,2.2,"48,961",436,4,19,0.014,"52,601"
1522,New Bedford, MA,3.7,4,"35,372",257,5,14,0.026,"95,125"
1523,Longview, WA,3.7,2.2,"15,245",330,4,8,0.003,"35,573"
1524,Emmaus, PA,3.7,2.3,"20,550",290,1,6,0.006,"10,895"
1525,Elfers, FL,3.7,2.7,"23,059",295,4,17,0.007,"12,834"
1526,Worthington, OH,3.7,2,"122,162",512,2,16,0.006,"15,224"
1527,Santee, CA,3.7,2.9,"22,486",353,2,7,0.008,"55,757"
1528,Pocatello, ID,3.7,2.2,"22,840",508,6,12,0.017,"46,517"
1529,San Juan Capistrano, CA,3.7,2.8,"33,060",207,2,9,0.009,"37,310"
1530,Yuba City, CA,3.7,2.2,"15,264",389,3,8,0.008,"57,004"
1531,Marumsco, VA,3.7,2.4,"28,517",375,5,10,0.071,"40,001"
1532,Alsip, IL,3.7,2.1,"88,361",462,3,39,0.076,"18,287"
1533,Los Gatos, CA,3.7,2.1,"84,780",369,3,19,0.01,"30,663"
1534,Indio, CA,3.7,2.5,"15,173",875,3,9,0.014,"87,667"
1535,Brentwood, CA,3.7,1.3,"48,096",733,6,31,0.033,"45,284"
1536,Huber Heights, OH,3.7,2.1,"40,402",389,2,12,0.013,"37,060"
1537,Carlsbad, CA,3.7,2.3,"64,273",434,3,20,0.02,"112,144"
1538,Newington Forest, VA,3.7,2.2,"34,375",256,4,15,0.077,"12,400"
1539,Glen Burnie, MD,3.7,3.2,"54,067",482,2,13,0.032,"68,874"
1540,Haverhill, MA,3.7,2.8,"8,991",392,4,2,0.04,"62,943"
1541,Pottsville, PA,3.7,2.2,"17,594",315,4,12,0.019,"13,827"
1542,Greensboro, NC,3.7,2.2,"62,765",596,4,17,0.016,"268,680"
1543,Colonia, NJ,3.6,2.1,"76,719",218,2,16,0.065,"17,731"
1544,Mounds View, MN,3.6,2.3,"108,869",237,3,15,0.034,"12,634"
1545,Kansas City, KS,3.6,2.2,"57,685",511,3,16,0.012,"151,037"
1546,Northbrook, OH,3.6,2.4,"22,796",364,2,14,0.009,"10,113"
1547,Monroe, MI,3.6,2.2,"10,222",448,6,6,0.03,"17,912"
1548,Lynchburg, VA,3.6,2.3,"29,221",416,5,15,0.034,"79,237"
1549,Saratoga, CA,3.6,1.9,"130,169",388,3,30,0.012,"29,535"
1550,Beverly Hills, MI,3.6,2,"123,442",418,3,28,0,"10,102"
1551,Northbrook, IL,3.6,2.6,"75,010",301,4,19,0.119,"31,647"
1552,Jericho, NY,3.6,2.2,"98,928",515,2,21,0.24,"13,805"
1553,McHenry, IL,3.6,2.6,"19,733",128,3,14,0.018,"20,484"
1554,Lindon, UT,3.6,1.6,"49,503",957,2,12,0.007,"10,963"
1555,Riverton, UT,3.6,1.5,"29,971",363,3,13,0.025,"39,334"
1556,Somers Point, NJ,3.6,2.2,"13,742",464,2,8,0.061,"10,644"
1557,Rancho Mirage, CA,3.6,1.9,"26,595","1,019",2,11,0.033,"17,115"
1558,St. Joseph, MO,3.6,2.1,"20,676",379,3,12,0.01,"73,590"
1559,Evansville, IN,3.6,2.2,"39,359",342,4,11,0.024,"120,145"
1560,Fall River, MA,3.6,4.2,"32,418",261,6,12,0.021,"89,258"
1561,Rockford, IL,3.6,2.1,"57,903",308,4,28,0.022,"146,416"
1562,Hamilton Square, NJ,3.6,1.8,"37,379",596,3,15,0.022,"12,665"
1563,Eureka, CA,3.6,2.1,"21,944",350,4,10,0.022,"28,292"
1564,Wood Dale, IL,3.6,2.6,"68,705",172,1,15,0.04,"12,781"
1565,Tulsa, OK,3.6,2,"70,353",406,3,19,0.01,"401,908"
1566,Broadview Heights, OH,3.6,1.2,"15,499",788,1,6,0.006,"19,262"
1567,Marietta, GA,3.6,1.6,"77,311",564,3,15,0.023,"60,677"
1568,Jurupa Valley, CA,3.6,1.9,"44,758",433,2,18,0.016,"106,204"
1569,South Burlington, VT,3.6,1.8,"62,989",511,7,20,0.01,"18,773"
1570,Irvine, CA,3.6,2.1,"182,345",346,5,26,0.014,"241,744"
1571,Brent, FL,3.6,2,"49,658",506,5,22,0.014,"22,903"
1572,Melville, NY,3.6,1.6,"107,687",514,4,32,0.103,"18,418"
1573,Hillsdale, NJ,3.6,2.8,"33,880",117,1,9,0.143,"10,520"
1574,Horsham, PA,3.6,2.2,"67,869",379,3,16,0.038,"13,414"
1575,Neabsco, VA,3.6,2,"20,413",706,5,13,0.097,"14,768"
1576,Jasmine Estates, FL,3.6,2.5,"23,968",299,4,21,0.004,"19,831"
1577,Superior, CO,3.6,1.7,"77,659",714,2,18,0.017,"12,300"
1578,Tamalpais-Homestead Valley, CA,3.6,2.2,"73,871",885,8,14,0.12,"10,590"
1579,Welby, CO,3.6,2.1,"102,632",570,3,26,0.066,"14,261"
1580,Tinley Park, IL,3.6,2.7,"31,915",325,1,14,0.082,"49,853"
1581,Palm River-Clair Mel, FL,3.6,2.1,"74,608",495,2,11,0.013,"22,806"
1582,Reading, MA,3.6,2.7,"20,862",382,3,6,0.097,"25,769"
1583,Anchorage, AK,3.5,2.6,"53,537",696,2,9,0.018,"298,225"
1584,Medford, NY,3.5,0.9,"36,043",265,2,22,0.043,"24,129"
1585,Cypress Lake, FL,3.5,2.2,"32,921",372,3,15,0,"12,521"
1586,Vandalia, OH,3.5,2,"38,986",267,2,13,0.012,"14,511"
1587,Brook Park, OH,3.5,1.4,"30,657",571,1,12,0.013,"18,807"
1588,Phoenixville, PA,3.5,2,"48,795",322,2,12,0.021,"16,503"
1589,Naperville, IL,3.5,2.1,"69,782",314,5,25,0.106,"133,113"
1590,Pembroke Pines, FL,3.5,2.1,"46,389",488,2,17,0.012,"161,880"
1591,Meadville, PA,3.5,2.1,"12,075",332,4,7,0.009,"12,981"
1592,Gahanna, OH,3.5,1.9,"72,148",425,2,17,0.005,"32,341"
1593,Ormond Beach, FL,3.5,2,"32,279",547,3,20,0.004,"37,738"
1594,Henderson, NV,3.5,1.9,"48,097",581,2,15,0.015,"283,660"
1595,Glens Falls, NY,3.5,1.9,"24,252",437,7,11,0.023,"14,552"
1596,Princeton, FL,3.5,2.1,"29,619",998,2,20,0.035,"27,578"
1597,West Pensacola, FL,3.5,2.1,"31,600",294,4,15,0.017,"20,629"
1598,Sioux City, IA,3.5,1.6,"25,794",305,3,12,0.013,"81,170"
1599,Drexel Heights, AZ,3.5,2.1,"10,830",590,2,11,0.016,"29,162"
1600,Martinsburg, WV,3.5,2.7,"10,304",202,4,4,0.006,"15,374"
1601,Columbia, MO,3.5,1.9,"45,299",389,3,15,0.016,"109,075"
1602,Clinton, IA,3.5,1.6,"9,732",285,3,8,0.008,"24,786"
1603,Nashua, NH,3.5,2.1,"31,928",306,5,11,0.018,"87,642"
1604,Dearborn Heights, MI,3.5,2,"64,900",389,3,32,0.009,"56,201"
1605,Wolf Trap, VA,3.5,2.2,"133,445",817,5,13,0.077,"16,827"
1606,Pleasant Grove, UT,3.5,1.5,"37,843",705,1,10,0.023,"34,848"
1607,Windsor, CA,3.5,1.9,"45,752",264,4,20,0.015,"21,793"
1608,Clemson, SC,3.5,1.7,"5,304",434,2,6,0.039,"11,933"
1609,Holland, MI,3.5,2,"29,422",290,4,12,0.014,"33,221"
1610,White Oak, OH,3.5,1.9,"100,919",377,2,28,0.007,"18,591"
1611,Youngstown, OH,3.5,2,"41,029",262,4,28,0.034,"65,242"
1612,Massillon, OH,3.5,1.9,"41,266",401,3,19,0.018,"31,672"
1613,Simi Valley, CA,3.5,1.9,"30,799",276,3,12,0.013,"115,822"
1614,Arlington Heights, IL,3.5,2.2,"73,588",294,2,15,0.077,"75,787"
1615,Middletown, CT,3.5,1.9,"40,608",342,6,22,0.023,"46,747"
1616,Edgewood, MD,3.5,2.4,"23,545",233,5,13,0.041,"26,423"
1617,Butler, PA,3.5,2,"15,738",252,5,8,0.021,"13,292"
1618,Cocoa, FL,3.4,1.9,"15,606",409,2,12,0.037,"18,560"
1619,Aurora, IL,3.4,2.3,"38,028",347,3,14,0.043,"185,211"
1620,Three Lakes, FL,3.4,1.9,"62,298",512,2,31,0.022,"16,197"
1621,Sanford, FL,3.4,2.9,"22,624",412,2,8,0.026,"51,034"
1622,Cutler Bay, FL,3.4,2.6,"28,208",540,3,15,0.031,"44,306"
1623,Windsor Locks, CT,3.4,0.9,"57,461",218,2,9,0.009,"12,563"
1624,Elkhart, IN,3.4,2,"22,211",350,3,11,0.013,"49,825"
1625,Altamont, OR,3.4,2,"8,214",333,3,7,0.006,"17,949"
1626,Alpharetta, GA,3.4,1.9,"61,475",718,2,10,0.017,"63,479"
1627,Golden Gate, FL,3.4,1.9,"25,049",257,5,15,0.017,"29,841"
1628,Millville, NJ,3.4,1.9,"16,685",539,2,15,0.014,"28,235"
1629,Port Orange, FL,3.4,2,"19,551",507,3,16,0.012,"55,502"
1630,Zion, IL,3.4,2.5,"16,367",168,1,6,0.032,"23,063"
1631,Centerville, OH,3.4,2,"67,158",414,2,23,0.006,"22,645"
1632,Glasgow, DE,3.4,1.4,"43,056",603,5,16,0.014,"15,540"
1633,Oakdale, MN,3.4,2.2,"50,090",334,2,17,0.035,"28,447"
1634,San Dimas, CA,3.4,1.9,"54,149",503,3,18,0.024,"33,522"
1635,Garden Acres, CA,3.4,1.7,"34,800",309,3,13,0,"10,931"
1636,Fife, WA,3.4,1.7,"88,576",313,2,21,0.034,"10,512"
1637,Central Point, OR,3.4,1.9,"13,003",293,1,4,0.001,"12,019"
1638,Orange, CT,3.4,1.5,"66,390",703,1,15,0.032,"13,981"
1639,Holbrook, NY,3.4,0.2,"62,143",293,3,24,0.056,"26,117"
1640,Palos Verdes Estates, CA,3.4,1.7,"77,244",372,6,25,0.004,"13,591"
1641,Petersburg, VA,3.4,2,"14,105",393,6,12,0.026,"32,037"
1642,Jackson, MI,3.4,1.7,"8,177",328,4,2,0.015,"32,948"
1643,Rotterdam, NY,3.4,2.1,"37,067",532,2,15,0.007,"20,404"
1644,Florence, KY,3.4,2,"54,051",335,2,10,0.013,"26,464"
1645,Wyandotte, MI,3.4,2,"49,577",251,3,20,0.006,"25,175"
1646,Cedar Rapids, IA,3.4,1.9,"48,880",284,3,15,0.012,"115,540"
1647,Tooele, UT,3.4,1.4,"4,541",491,2,4,0.01,"29,483"
1648,Lansdowne, VA,3.4,1.6,"214,100",362,3,20,0.024,"12,986"
1649,Orland Park, IL,3.4,2.3,"32,055",325,2,15,0.068,"55,177"
1650,Owensboro, KY,3.4,2,"24,808",261,3,10,0.007,"48,213"
1651,Fair Oaks, CA,3.4,2,"38,841",383,3,16,0.03,"30,747"
1652,Smyrna, GA,3.4,1.3,"77,350",441,2,16,0.011,"53,279"
1653,Commack, NY,3.4,1.2,"76,489",461,3,26,0.069,"37,117"
1654,Dana Point, CA,3.4,2.6,"34,327",281,2,15,0.018,"33,970"
1655,Nesconset, NY,3.4,0.4,"111,607",558,4,34,0.055,"13,674"
1656,Centereach, NY,3.4,0,"66,894",372,3,28,0.033,"31,956"
1657,Olivehurst, CA,3.4,1.9,"9,051",331,2,7,0.006,"13,465"
1658,Palm Desert, CA,3.4,2.1,"24,311",983,2,11,0.016,"47,062"
1659,Bourbonnais, IL,3.4,2,"15,774",301,4,9,0.006,"16,274"
1660,Wailuku, HI,3.4,1.9,"10,936",305,3,5,0.054,"16,304"
1661,Oak Harbor, WA,3.4,1.8,"6,869",345,5,13,0.004,"18,042"
1662,Bainbridge Island, WA,3.4,2.5,"9,022",323,8,13,0.31,"23,689"
1663,Winston-Salem, NC,3.4,2,"62,919",506,4,21,0.017,"231,049"
1664,Topeka, KS,3.4,1.8,"49,576",338,4,14,0.013,"119,903"
1665,Marrero, LA,3.3,1.7,"134,177",233,2,28,0.026,"29,216"
1666,Lincoln Park, NJ,3.3,2.3,"46,581",139,2,20,0.033,"10,464"
1667,Brea, CA,3.3,2,"101,504",368,3,22,0.017,"38,026"
1668,Old Jamestown, MO,3.3,1.4,"18,336",639,1,15,0.028,"18,211"
1669,Lahaina, HI,3.3,1.9,"5,395",327,2,2,0.03,"11,865"
1670,Cherry Hill, VA,3.3,1.8,"12,802",522,4,10,0.044,"19,151"
1671,Rolling Meadows, IL,3.3,2,"92,715",319,2,14,0.038,"22,515"
1672,Monroe, WA,3.3,1.9,"10,124",295,2,8,0.021,"14,438"
1673,Union Park, FL,3.3,2.5,"70,524",451,2,21,0.004,"10,379"
1674,DeBary, FL,3.3,1.9,"25,275",464,4,14,0.013,"19,845"
1675,Villa Park, IL,3.3,3.3,"57,942",170,1,14,0.05,"21,759"
1676,Baker, LA,3.3,2,"4,221",299,2,7,0.002,"11,068"
1677,Battle Creek, MI,3.3,2.1,"21,100",276,3,12,0.016,"52,261"
1678,Gladstone, MO,3.3,1.7,"79,075",304,3,20,0.011,"26,697"
1679,Coon Rapids, MN,3.3,2.2,"30,470",265,2,15,0.036,"62,342"
1680,Seven Oaks, SC,3.3,0.7,"34,789",417,4,8,0.006,"14,850"
1681,Shoreview, MN,3.3,2.2,"76,440",170,3,15,0.021,"26,432"
1682,Covington, WA,3.3,1.6,"18,457",302,0,13,0.034,"19,465"
1683,Willimantic, CT,3.3,1.8,"10,938",282,5,7,0.019,"16,960"
1684,Round Lake Beach, IL,3.3,2.3,"10,354",103,1,9,0.027,"26,379"
1685,Bismarck, ND,3.3,1.9,"40,888",253,5,13,0.004,"61,952"
1686,East Stroudsburg, PA,3.3,1.9,"13,385",229,2,9,0.022,"10,149"
1687,Chattanooga, TN,3.3,1.7,"40,673",647,3,11,0.021,"177,640"
1688,Manassas Park, VA,3.3,2.3,"15,850",98,2,5,0.064,"16,117"
1689,Pontiac, MI,3.3,1.9,"47,835",305,2,14,0.009,"60,041"
1690,Grosse Pointe Woods, MI,3.3,1.9,"70,716",399,4,34,0.007,"15,678"
1691,Upper St. Clair, PA,3.3,2.9,"43,397",403,2,9,0.075,"19,524"
1692,Waldorf, MD,3.3,1.9,"14,915",467,6,15,0.081,"73,459"
1693,Cottonwood, AZ,3.3,1.8,"6,157",388,6,8,0.025,"13,345"
1694,Englewood, OH,3.3,1.8,"24,151",364,2,16,0.005,"11,533"
1695,Jefferson Valley-Yorktown, NY,3.3,1.5,"13,748",510,2,10,0.064,"14,533"
1696,Bangor, ME,3.3,1.8,"29,306",339,5,16,0.016,"32,237"
1697,North Charleston, SC,3.3,1.9,"60,061",476,3,15,0.032,"112,526"
1698,Greeley, CO,3.3,1.9,"30,463",254,3,14,0.009,"95,999"
1699,Salina, KS,3.3,1.9,"11,269",321,2,5,0.008,"41,272"
1700,Jeffersontown, KY,3.3,1.8,"72,747",262,3,15,0.012,"27,165"
1701,Greentree, NJ,3.3,1.8,"90,450",286,2,19,0.068,"12,736"
1702,Melvindale, MI,3.3,1.5,"149,782",520,4,42,0.003,"10,432"
1703,Somerton, AZ,3.3,1.8,"23,433",327,3,16,0.023,"12,991"
1704,Elizabethtown, PA,3.3,2.2,"71,640",99,1,27,0.021,"11,487"
1705,Geneva, IL,3.3,2.4,"25,238",162,2,9,0.078,"21,307"
1706,Lafayette, LA,3.3,1.9,"51,327",293,4,17,0.01,"121,429"
1707,Tracy, CA,3.3,1.9,"14,367",299,8,8,0.028,"78,072"
1708,San Jacinto, CA,3.3,1.8,"19,910",449,4,16,0.007,"44,199"
1709,Dale City, VA,3.3,1.9,"21,759",429,3,10,0.059,"72,422"
1710,Janesville, WI,3.3,1.8,"23,921",258,6,15,0.012,"56,087"
1711,Leesburg, VA,3.3,1.7,"124,934",342,4,13,0.035,"39,996"
1712,Little Rock, AR,3.3,2,"104,665",376,4,27,0.011,"190,359"
1713,Minnehaha, WA,3.3,1.4,"47,879",389,2,16,0.008,"11,849"
1714,Pueblo, CO,3.3,1.9,"26,470",225,3,13,0.017,"101,596"
1715,Monfort Heights, OH,3.3,1.5,"128,512",462,3,41,0.01,"12,708"
1716,Ronkonkoma, NY,3.2,1,"79,720",296,2,28,0.064,"18,628"
1717,Cumberland, MD,3.2,2,"15,633",231,5,13,0.013,"17,524"
1718,Roseville, CA,3.2,1.6,"45,205",328,5,12,0.016,"119,862"
1719,Virginia Beach, VA,3.2,1.8,"30,693",484,2,8,0.01,"450,057"
1720,White Marsh, MD,3.2,2.8,"53,647",666,3,13,0.014,"10,216"
1721,Greendale, WI,3.2,1.6,"83,588",752,3,23,0.007,"14,293"
1722,South Plainfield, NJ,3.2,1.9,"34,166",257,2,15,0.072,"24,154"
1723,Fraser, MI,3.2,1.7,"88,038",266,2,37,0.006,"14,616"
1724,Bristol, CT,3.2,1.7,"19,579",570,3,8,0.013,"60,498"
1725,Sugarland Run, VA,3.2,1.5,"115,007",369,3,14,0.028,"13,089"
1726,Five Corners, WA,3.2,1.3,"18,978",439,2,9,0.021,"18,716"
1727,Atwater, CA,3.2,1.9,"12,386",255,4,8,0.014,"24,094"
1728,Montgomeryville, PA,3.2,2,"26,158",320,2,11,0.055,"13,565"
1729,Glen Carbon, IL,3.2,1.8,"26,944",546,4,15,0.015,"11,401"
1730,Johnson City, TN,3.2,1.9,"18,291",490,5,10,0.012,"56,955"
1731,Beaumont, TX,3.2,1.9,"22,406",347,2,9,0.006,"116,830"
1732,Eatontown, NJ,3.2,1.8,"35,488",325,2,11,0.018,"11,509"
1733,Casas Adobes, AZ,3.2,1.8,"47,262",446,3,14,0.014,"67,105"
1734,Charleston, SC,3.2,1.9,"58,453",638,4,12,0.014,"126,600"
1735,Gurnee, IL,3.2,1.8,"35,152",444,2,19,0.026,"26,226"
1736,Victoria, TX,3.2,1.8,"13,488",351,2,7,0.011,"62,500"
1737,Fort Worth, TX,3.2,1.9,"32,175",507,2,10,0.009,"826,539"
1738,Lompoc, CA,3.2,1.8,"7,354",241,3,5,0.052,"38,976"
1739,Fairwood, WA,3.2,1.8,"44,738",386,1,12,0.047,"27,610"
1740,East Patchogue, NY,3.2,0.2,"41,448",292,3,24,0.044,"22,796"
1741,Dranesville, VA,3.2,1.6,"86,409",354,4,15,0.056,"12,043"
1742,Lubbock, TX,3.2,2,"28,924",490,3,8,0.011,"240,394"
1743,Mill Creek East, WA,3.2,1.7,"36,467",349,3,15,0.067,"20,151"
1744,Bridgeton, NJ,3.2,1.9,"5,318",456,2,8,0.023,"24,948"
1745,Inkster, MI,3.2,1.8,"53,890",342,2,25,0.026,"24,670"
1746,American Canyon, CA,3.2,1.6,"29,084",425,2,14,0.017,"18,120"
1747,Mission Viejo, CA,3.2,1.8,"60,981",211,3,18,0.013,"94,132"
1748,Arroyo Grande, CA,3.2,1.8,"13,488",330,5,7,0.005,"15,876"
1749,Sterling, VA,3.2,1.6,"76,385",258,3,14,0.035,"30,378"
1750,Carrollwood, FL,3.2,1.8,"37,438",554,2,16,0.006,"34,595"
1751,Beloit, WI,3.2,2.8,"11,611",195,3,8,0.006,"33,553"
1752,McAllen, TX,3.2,1.7,"49,099",273,4,14,0.008,"139,062"
1753,Grand Junction, CO,3.2,1.8,"24,545",295,4,11,0.004,"58,656"
1754,Depew, NY,3.2,1.7,"61,472",123,3,16,0.007,"15,283"
1755,Centreville, VA,3.2,1.7,"33,447",265,3,9,0.041,"71,970"
1756,Cloverly, MD,3.2,1.6,"58,145",349,2,34,0.077,"15,862"
1757,New Port Richey, FL,3.1,2.3,"25,568",204,3,20,0.011,"15,513"
1758,Wayne, MI,3.1,1.8,"35,822",260,1,16,0.012,"17,090"
1759,Mason City, IA,3.1,1.5,"7,539",312,3,4,0.011,"22,683"
1760,Agoura Hills, CA,3.1,1.6,"76,116",292,3,12,0.009,"20,362"
1761,Wilmington, NC,3.1,1.8,"32,259",317,4,11,0.017,"116,698"
1762,Ballwin, MO,3.1,1.2,"33,272",396,1,13,0.004,"30,319"
1763,Washougal, WA,3.1,1.3,"4,228",258,1,3,0.011,"10,620"
1764,Arlington, WA,3.1,1.9,"12,499",475,3,12,0.01,"14,744"
1765,Westfield, MA,3.1,1.3,"20,191",537,2,6,0.005,"41,667"
1766,Homestead, FL,3.1,2.2,"9,934",525,2,10,0.072,"57,640"
1767,Haslett, MI,3.1,1.8,"41,427",453,2,13,0.024,"18,583"
1768,Greenville, SC,3.1,1.6,"73,167",255,4,18,0.012,"64,192"
1769,Reisterstown, MD,3.1,2.6,"21,815",295,1,5,0.067,"26,925"
1770,Brownsville, TX,3.1,1.8,"35,033",277,4,16,0.009,"184,331"
1771,Clayton, OH,3.1,1.7,"33,856",361,2,22,0.01,"16,084"
1772,Monroeville, PA,3.1,1.5,"108,195",387,3,23,0.062,"28,050"
1773,Spring Valley, NY,3.1,2.4,"9,217",198,3,3,0.142,"31,837"
1774,Poway, CA,3.1,2,"15,312",432,2,7,0.013,"50,979"
1775,Gretna, LA,3.1,2,"90,497",300,3,18,0.021,"18,351"
1776,Schaumburg, IL,3.1,1.3,"87,805",368,2,16,0.055,"75,810"
1777,Lake Mary, FL,3.1,2.5,"33,523",250,1,8,0.009,"18,464"
1778,Kingston, PA,3.1,2.3,"72,205",134,6,43,0.011,"12,959"
1779,Farmingville, NY,3.1,0,"43,615",317,3,22,0.033,"15,250"
1780,Malibu, CA,3.1,1.9,"11,947",300,1,7,0.007,"10,267"
1781,Joliet, IL,3.1,2.2,"24,647",289,3,15,0.023,"130,423"
1782,North Canton, OH,3.1,1.6,"44,034",337,2,14,0.015,"15,045"
1783,El Sobrante, CA,3.1,1.9,"25,393",490,5,12,0.061,"26,704"
1784,Valley Cottage, NY,3.1,1.5,"35,321",428,4,15,0.076,"10,477"
1785,Lake Forest, CA,3.1,1.8,"87,224",189,3,18,0.01,"77,901"
1786,Clayton, CA,3.1,1.6,"36,414",338,1,10,0.147,"11,086"
1787,New City, NY,3.1,1.8,"20,845",239,2,12,0.089,"34,339"
